Time,Timestamp,BatteryLevel,BatteryPercent,WirelessSignal,SensorsQuality
1722048504.9721,2024-07-26 19:48:24.972,4,100,1.0,4,4,4,4,4,100
1722048505.4565,2024-07-26 19:48:25.456,4,100,1.0,4,4,4,4,4,100
1722048505.9565,2024-07-26 19:48:25.956,4,100,1.0,4,4,4,4,4,100
1722048506.5034,2024-07-26 19:48:26.503,4,100,1.0,4,4,4,4,4,100
1722048506.9643,2024-07-26 19:48:26.964,4,100,1.0,4,4,4,4,4,100
1722048507.4643,2024-07-26 19:48:27.464,4,100,1.0,4,4,4,4,4,100
1722048507.9643,2024-07-26 19:48:27.964,4,100,1.0,4,4,4,4,4,100
1722048508.4643,2024-07-26 19:48:28.464,4,100,1.0,4,4,4,4,4,100
1722048508.9643,2024-07-26 19:48:28.964,4,100,1.0,4,4,4,4,4,100
1722048509.4643,2024-07-26 19:48:29.464,4,100,1.0,4,4,4,4,4,100
1722048509.9643,2024-07-26 19:48:29.964,4,100,1.0,4,4,4,4,4,100
1722048510.4799,2024-07-26 19:48:30.479,4,100,1.0,4,4,4,4,4,100
1722048510.9643,2024-07-26 19:48:30.964,4,100,1.0,4,4,4,4,4,100
1722048511.4643,2024-07-26 19:48:31.464,4,100,1.0,4,4,4,4,4,100
1722048511.9643,2024-07-26 19:48:31.964,4,100,1.0,4,4,4,4,4,100
1722048512.4643,2024-07-26 19:48:32.464,4,100,1.0,4,4,4,4,4,100
1722048512.9643,2024-07-26 19:48:32.964,4,100,1.0,4,4,4,4,4,100
1722048513.4643,2024-07-26 19:48:33.464,4,100,1.0,4,4,4,4,4,100
1722048513.9643,2024-07-26 19:48:33.964,4,100,1.0,4,4,4,4,4,100
1722048514.4643,2024-07-26 19:48:34.464,4,100,1.0,4,4,4,4,4,100
1722048514.9643,2024-07-26 19:48:34.964,4,100,1.0,4,4,4,4,4,100
1722048515.4643,2024-07-26 19:48:35.464,4,100,1.0,4,4,4,4,4,100
1722048515.9643,2024-07-26 19:48:35.964,4,100,1.0,4,4,4,4,4,100
1722048516.4643,2024-07-26 19:48:36.464,4,100,1.0,4,4,4,4,4,100
1722048516.9643,2024-07-26 19:48:36.964,4,100,1.0,4,4,4,4,4,100
1722048517.4643,2024-07-26 19:48:37.464,4,100,1.0,4,4,4,4,4,100
1722048517.9643,2024-07-26 19:48:37.964,4,100,1.0,4,4,4,4,4,100
1722048518.4643,2024-07-26 19:48:38.464,4,100,1.0,4,4,4,4,4,100
1722048518.9643,2024-07-26 19:48:38.964,4,100,1.0,4,4,4,4,4,100
1722048519.4643,2024-07-26 19:48:39.464,4,100,1.0,4,4,4,4,4,100
1722048519.9643,2024-07-26 19:48:39.964,4,100,1.0,4,4,4,4,4,100
1722048520.4643,2024-07-26 19:48:40.464,4,100,1.0,4,4,4,4,4,100
1722048520.9643,2024-07-26 19:48:40.964,4,100,1.0,4,4,4,4,4,100
1722048521.4643,2024-07-26 19:48:41.464,4,100,1.0,4,4,4,4,4,100
1722048521.9643,2024-07-26 19:48:41.964,4,100,1.0,4,4,4,4,4,100
1722048522.4643,2024-07-26 19:48:42.464,4,100,1.0,4,4,4,4,4,100
1722048522.9643,2024-07-26 19:48:42.964,4,100,1.0,4,4,4,4,4,100
1722048523.4643,2024-07-26 19:48:43.464,4,100,1.0,4,4,4,4,4,100
1722048523.9643,2024-07-26 19:48:43.964,4,100,1.0,4,4,4,4,4,100
1722048524.4643,2024-07-26 19:48:44.464,4,100,1.0,4,4,4,4,4,100
1722048524.9643,2024-07-26 19:48:44.964,4,100,1.0,4,4,4,4,4,100
1722048525.4643,2024-07-26 19:48:45.464,4,100,1.0,4,4,4,4,4,100
